"","region_1","country","variety","points"
"46749","Toscana","Italy","Sangiovese",95.5196268900493
"46764","Alto Adige","Italy","Sauvignon Blanc",90.4906068535519
"46780","Morellino di Scansano","Italy","Sangiovese",99.5464494551687
"46783","Morellino di Scansano","Italy","Sangiovese",88.158172848915
"46950","Sicilia","Italy","Nero d'Avola",93.8533265753692
"46960","Sicilia","Italy","Red Blend",92.418695882713
"46966","Sicilia","Italy","White Blend",91.7398696461062
"46974","Sicilia","Italy","Red Blend",88.0718517436556
"46975","Sicilia","Italy","White Blend",99.9349801736305
"47061","Chianti","Italy","Red Blend",90.4542324841091
"47083","Terre Siciliane","Italy","Rosato",89.6272299563847
"47279","Soave Classico","Italy","Garganega",86.6993184151465
"47287","Salice Salentino","Italy","Red Blend",94.7421328915101
"47297","Sicilia","Italy","Catarratto",93.3884985633628
"47327","Soave","Italy","Garganega",96.2909112310365
"47341","Terre Siciliane","Italy","Grillo",96.8695157691275
"47385","Prosecco Treviso","Italy","Glera",102.546843387292
"47552","Sicilia","Italy","White Blend",91.6260151568138
"47635","Veronese","Italy","Red Blend",90.7181707216921
"47640","Valpolicella Classico Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",98.2149939482081
"47738","Veneto","Italy","Pinot Grigio",91.3030382941396
"47740","Cirò","Italy","Greco Bianco",93.4538758211425
"47744","Vigneti delle Dolomiti","Italy","Pinot Grigio",90.0064883092295
"47761","Alto Adige","Italy","Schiava",85.971575802839
"47773","Montecucco","Italy","Red Blend",81.2705271634726
"47816","Chianti Classico","Italy","Red Blend",91.129073207836
"47819","Chianti Classico","Italy","Sangiovese",95.1943402405303
"47832","Chianti Classico","Italy","Sangiovese",94.2827268219214
"47975","Valpolicella Classico Superiore Ripasso","Italy","Corvina",87.5185356893283
"48010","Terre Siciliane","Italy","Red Blend",88.0469013099806
"48011","Terre Siciliane","Italy","Inzolia",95.9906998935121
"48013","Fiano di Avellino","Italy","Fiano",81.0675739812257
"48021","Sicilia","Italy","Nero d'Avola",96.5072652113228
"48033","Falanghina del Sannio","Italy","Falanghina",88.998964002604
"48037","Venezia Giulia","Italy","Pinot Grigio",88.3445530302552
"48038","Asolo Prosecco Superiore","Italy","Glera",91.1396250030238
"48044","Vigneti delle Dolomiti","Italy","Moscato",88.2947936212546
"48048","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",83.2067382770049
"48050","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",91.8183439654529
"48052","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",95.9221569198899
"48054","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",92.1740182156601
"48060","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",105.928180872545
"48062","Colli Orientali del Friuli","Italy","Pinot Grigio",95.0618775071675
"48184","Aglianico del Vulture","Italy","Aglianico",99.9615270349356
"48254","Valpolicella Classico Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",95.5796133320806
"48333","Chianti Classico","Italy","Red Blend",105.619500698506
"48432","Sicilia","Italy","Nero d'Avola",92.5759493698053
"48456","Cesanese del Piglio","Italy","Red Blend",90.556308516483
"48459","Umbria","Italy","Cabernet",106.505296716729
"48485","Umbria","Italy","Sangiovese",89.7609200313845
"48616","Vigneti delle Dolomiti","Italy","Chardonnay",86.7571186095179
"48768","Collio","Italy","Pinot Grigio",87.2102873201316
"48776","Trentino","Italy","Müller-Thurgau",88.8813363303038
"48778","Vigneti delle Dolomiti","Italy","Sauvignon",100.538771040453
"48791","Alto Adige","Italy","Pinot Grigio",92.6205416344942
"48856","Chianti","Italy","Red Blend",92.0058543494792
"48929","Venezia Giulia","Italy","Sauvignon",96.0287358248832
"48930","Sangiovese di Romagna Superiore","Italy","Sangiovese",88.4080929614069
"48932","Verdicchio dei Castelli di Jesi Classico Superiore","Italy","Verdicchio",95.7483794250544
"48936","Montepulciano d'Abruzzo","Italy","Montepulciano",96.4695941996877
"49009","Alto Adige","Italy","Pinot Grigio",100.740834064366
"49026","Montecucco","Italy","Red Blend",94.1195253116006
"49030","Maremma Toscana","Italy","Red Blend",86.3829446986024
"49033","Morellino di Scansano","Italy","Red Blend",95.1881125466739
"49037","Toscana","Italy","Chardonnay",93.9085906855136
"49043","Morellino di Scansano","Italy","Red Blend",95.0442673298672
"49061","Langhe","Italy","Nebbiolo",98.3709399737123
"49079","Orvieto Classico Superiore","Italy","White Blend",90.3074517266679
"49080","Umbria","Italy","Red Blend",96.4479469613342
"49087","Montefalco Rosso","Italy","Red Blend",87.4729135962954
"49091","Umbria","Italy","Red Blend",91.9820907055963
"49115","Montepulciano d'Abruzzo","Italy","Montepulciano",94.1123882486844
"49209","Friuli Grave","Italy","Pinot Grigio",92.1589197911433
"49211","Veneto","Italy","White Blend",95.2047456167284
"49217","Alto Adige","Italy","Pinot Bianco",87.6129375274133
"49221","Chianti Classico","Italy","Sangiovese",92.3151613256431
"49226","Delle Venezie","Italy","Chardonnay",91.9427096277661
"49227","Friuli Grave","Italy","Pinot Grigio",97.1060642768959
"49401","Campi Flegrei","Italy","Falanghina",96.5624116391202
"49414","Salento","Italy","Rosato",99.4135093237203
"49416","Soave","Italy","Garganega",97.9561452960844
"49468","Aglianico del Vulture","Italy","Aglianico",97.0959223358401
"49483","Vermentino di Gallura","Italy","Vermentino",104.462913515874
"49530","Lugana","Italy","Turbiana",89.4524564320961
"49548","Bardolino Chiaretto","Italy","Rosato",94.7338803398327
"49769","Toscana","Italy","Vermentino",96.8136863514107
"49770","Toscana","Italy","Vermentino",103.892005631273
"49772","Morellino di Scansano","Italy","Red Blend",85.7632835440138
"49834","Dolcetto d'Alba","Italy","Dolcetto",91.0511448162232
"49843","Barbera d'Asti","Italy","Barbera",92.3883562182829
"49869","Gavi","Italy","Cortese",91.2656426910325
"49876","Etna","Italy","White Blend",91.3789700391399
"49909","Salice Salentino","Italy","Red Blend",93.1924516813215
"49938","Salento","Italy","Primitivo",85.7966642777239
"49939","Puglia","Italy","Nero di Troia",82.9658608025986
"49943","Sicilia","Italy","Nero d'Avola",90.3722771269836
"49986","Valpolicella Classico Superiore Ripasso","Italy","Corvina, Rondinella, Molinara",99.9861445451921
"50050","Toscana","Italy","Red Blend",95.8286756899989
"50185","Barbera d'Alba","Italy","Barbera",96.5266837548249
"50195","Dolcetto d'Alba","Italy","Dolcetto",87.1539664769015
"50196","Moscato d'Asti","Italy","Moscato",90.0890720004302
"50205","Chianti","Italy","Red Blend",90.1727290367235
"50206","Chianti","Italy","Red Blend",86.061265466014
"50209","Chianti Colli Fiorentini","Italy","Red Blend",91.2302255372205
"50218","Chianti","Italy","Red Blend",85.0684433609355
"50392","Vernaccia di San Gimignano","Italy","Vernaccia",97.8288666103908
"50404","Montepulciano d'Abruzzo","Italy","Montepulciano",98.7213451640985
"50414","Bolgheri","Italy","Red Blend",84.3879532392756
"50434","Collio","Italy","Pinot Grigio",94.9262834150093
"50438","Alto Adige","Italy","Pinot Grigio",92.4225627142306
"50439","Friuli Colli Orientali","Italy","Sauvignon",98.8518263446552
"50453","Alto Adige","Italy","Pinot Bianco",101.535044942535
"50454","Alto Adige","Italy","Pinot Grigio",100.689636419773
"50457","Trentino","Italy","Müller-Thurgau",81.1979379692863
"50459","Collio","Italy","Sauvignon",95.2404546527978
"50497","Sicilia","Italy","Nero d'Avola",100.235399872246
"50509","Sicilia","Italy","Red Blend",95.6428235469491
"50651","Valdobbiadene Prosecco Superiore","Italy","Glera",94.9049937591165
"50677","Sicilia","Italy","Red Blend",98.7012645779597
"50680","Salento","Italy","Malvasia Nera",88.5248963971929
"50681","Sicilia","Italy","Cabernet Sauvignon",89.8416906845562
"50682","Sicilia","Italy","Chardonnay",91.366486365841
"50687","Salento","Italy","Malvasia Nera",79.4669276996722
"50688","Puglia","Italy","Negroamaro",85.045605828057
"50756","Rosso Conero","Italy","Montepulciano",94.0346981153324
"50782","Trebbiano d'Abruzzo","Italy","Trebbiano",86.9452941233127
"50791","Lazio","Italy","Cesanese d'Affile",83.5743517008962
"50798","Lazio","Italy","Merlot",90.9562114494658
"50851","Sicilia","Italy","Chardonnay",92.7217143079075
"50860","Sicilia","Italy","Inzolia",89.8832479878769
"50913","Barbera d'Alba","Italy","Barbera",101.446601288089
"50925","Barbera d'Asti","Italy","Barbera",92.9057124435492
"50940","Chianti Classico","Italy","Sangiovese",96.2101906486843
"50953","Chianti Classico","Italy","Red Blend",86.098768197143
"50954","Chianti Classico","Italy","Red Blend",97.596600291938
"50955","Chianti Classico","Italy","Red Blend",90.2864256914779
"50961","Trentino","Italy","Cabernet Sauvignon",91.001465667243
"50979","Venezia","Italy","Pinot Grigio",94.6860148162564
"50980","Delle Venezie","Italy","Pinot Grigio",98.1813218944353
"51089","Piedmont","Italy","Brachetto",85.0315309859768
"51105","Salento","Italy","Primitivo",87.164905222035
"51119","Sicilia","Italy","Insolia",90.9525887869733
"51120","Sicilia","Italy","Grillo",85.2343029571099
"51145","Beneventano","Italy","Falanghina",85.9366204071871
"51224","Montepulciano d'Abruzzo","Italy","Montepulciano",90.351894730696
"51401","Piedmont","Italy","Sparkling Blend",86.5440018889819
"51471","Valpolicella Classico","Italy","Red Blend",100.201826653033
"51501","Colline Pescaresi","Italy","Pinot Grigio",85.7653159056167
"51539","Rosso di Montalcino","Italy","Sangiovese Grosso",94.3983607279324
"51708","Umbria","Italy","Pinot Grigio",98.9492110434308
"51780","Roero","Italy","Arneis",84.8204034320358
"51784","Dolcetto d'Alba","Italy","Dolcetto",87.1511584732711
"51788","Barbera d'Asti","Italy","Barbera",99.9303091957342
"51838","Chianti Classico","Italy","Red Blend",98.2521500678434
"51846","Maremma Toscana","Italy","Red Blend",90.0255534757681
"51847","Maremma Toscana","Italy","Sangiovese",91.004321215637
"51850","Maremma Toscana","Italy","Cabernet Sauvignon",93.3085604945989
"52005","Sicilia","Italy","Grillo",98.1527605194426
"52008","Puglia","Italy","Red Blend",88.0387490445876
"52012","Cannonau di Sardegna","Italy","Cannonau",96.4452829904002
"52013","Sicilia","Italy","Inzolia",92.9701178180609
"52016","Sicilia","Italy","White Blend",94.4920236825117
"52018","Sicilia","Italy","Insolia",91.1152592603588
"52019","Sicilia","Italy","Syrah",93.7281877798061
"52020","Sicilia","Italy","Rosato",97.0305053582268
"52026","Sicilia","Italy","Sangiovese",97.4259056870212
"52027","Sicilia","Italy","Nero d'Avola",92.4994893156462
"52028","Sicilia","Italy","Pinot Noir",90.426305966838
"52029","Sicilia","Italy","Nero d'Avola",98.5599675039072
"52035","Puglia","Italy","Nero di Troia",93.1728778599449
"52037","Puglia","Italy","Red Blend",83.5208104556865
"52046","Salento","Italy","Chardonnay",85.508950380577
"52049","Salice Salentino","Italy","Red Blend",88.9982694813104
"52050","Puglia","Italy","Primitivo",91.2091160706478
"52063","Valpolicella Classico","Italy","Corvina, Rondinella, Molinara",88.7368058284082
"52071","Valpolicella Classico","Italy","Corvina, Rondinella, Molinara",95.2356522792042
"52089","Valpolicella","Italy","Corvina, Rondinella, Molinara",92.3002279085711
"52108","Cannonau di Sardegna","Italy","Cannonau",100.931543624755
"52198","Chianti Rufina","Italy","Red Blend",94.630339972623
"52202","Rosso di Montepulciano","Italy","Red Blend",97.9570633311182
"52208","Chianti Superiore","Italy","Sangiovese",100.151763671333
"52212","Toscana","Italy","Sangiovese",100.427887951758
"52214","Maremma","Italy","Red Blend",89.9472784670341
"52228","Alto Adige","Italy","Pinot Bianco",92.7851716730905
"52248","Colli Aprutini","Italy","Pecorino",95.6798994999135
"52253","Lazio","Italy","Sauvignon",90.0504215316089
"52273","Montepulciano d'Abruzzo","Italy","Montepulciano",93.3668446533822
"52284","Colli Orientali del Friuli","Italy","Pinot Grigio",95.6199990267319
"52285","Friuli Grave","Italy","Pinot Grigio",94.6731896224631
"52286","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",89.8004192300212
"52287","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",83.1961148598102
"52292","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",90.9269598317735
"52294","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",98.2841011412563
"52295","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",92.1929510509175
"52296","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",97.3126642590806
"52299","Veneto","Italy","Sparkling Blend",90.0746704232523
"52306","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",88.2089421850386
"52309","Prosecco","Italy","Glera",92.2121789976363
"52310","Prosecco","Italy","Glera",89.0865175717292
"52316","Sicilia","Italy","Nero d'Avola",90.3640852620973
"52317","Sicilia","Italy","Catarratto",99.3374329536805
"52318","Etna","Italy","White Blend",86.7353938102689
"52329","Sicilia","Italy","Cabernet Sauvignon",96.8738957332565
"52340","Sicilia","Italy","Nero d'Avola",86.1389076050266
"52348","Collio","Italy","Pinot Grigio",96.8404489475857
"52362","Alto Adige","Italy","Pinot Bianco",88.142544329247
"52379","Veneto","Italy","Raboso",93.5455875959391
"52380","Moscato d'Asti","Italy","Moscato",97.3822697928557
"52432","Rosso di Montalcino","Italy","Sangiovese",88.6829932093517
"52453","Rosso di Montalcino","Italy","Sangiovese",98.1097349403137
"52506","Alto Adige","Italy","Schiava",92.8780094567281
"52509","Trentino","Italy","Pinot Grigio",92.4939674651076
"52510","Soave Classico","Italy","Garganega",89.8081508210809
"52543","Moscato d'Asti","Italy","Moscato",89.4312155589974
"52550","Alto Adige","Italy","Pinot Grigio",89.2745805650099
"52552","Soave Classico","Italy","Garganega",92.5789008285265
"52555","Friuli Grave","Italy","Sauvignon",91.8821797889261
"52556","Friuli Grave","Italy","Traminer",96.5056208632213
"52569","Alto Adige","Italy","Red Blend",88.1562753315436
"52574","Sicilia","Italy","White Blend",90.2641935762492
"52925","Lambrusco di Sorbara","Italy","Lambrusco di Sorbara",99.4814907176767
"52968","Chianti Classico","Italy","Red Blend",96.3862554430606
"52977","Chianti Classico","Italy","Sangiovese",97.1829215053864
"53012","Bardolino","Italy","Red Blend",88.2924942999433
"53052","Salice Salentino","Italy","Red Blend",94.0503608815537
"53055","Piave","Italy","Chardonnay",90.1991362683617
"53061","Nebbiolo d'Alba","Italy","Nebbiolo",96.0830490908882
"53079","Rosso di Montalcino","Italy","Sangiovese",102.173723132199
"53100","Lugana","Italy","Turbiana",88.1300460322413
"53133","Lambrusco di Sorbara","Italy","Lambrusco di Sorbara",96.8764566948726
"53134","Barbera d'Asti","Italy","Barbera",97.7168975645338
"53161","Terre Siciliane","Italy","Nero d'Avola",92.0238439074193
"53173","Terre Siciliane","Italy","Insolia",88.4908123827743
"53212","Primitivo di Manduria","Italy","Primitivo",104.147582561462
"53283","Salento","Italy","Primitivo",86.2913701194299
"53299","Maremma Toscana","Italy","Red Blend",90.0531974149082
"53462","Sicilia","Italy","White Blend",91.8494422424729
"53475","Fiano di Avellino","Italy","Fiano",106.196663978672
"53485","Terre Siciliane","Italy","White Blend",92.9671753853477
"53489","Taburno","Italy","Coda di Volpe",93.2114327033016
"53524","Chianti Classico","Italy","Red Blend",94.8379995805633
"53557","Collio","Italy","Friulano",100.452056531094
"53598","Soave","Italy","Garganega",90.8059427698643
"53606","Lugana","Italy","Turbiana",84.0643200512699
"53641","Verdicchio di Matelica","Italy","Verdicchio",98.2755725424759
"53694","Barbera d'Asti","Italy","Barbera",97.2778425092982
"53837","Toscana","Italy","Red Blend",99.9737702827724
"53910","Delle Venezie","Italy","Pinot Grigio",91.5334057064018
"54035","Valpolicella Classico","Italy","Red Blend",86.1686187888991
"54042","Bardolino Classico","Italy","Red Blend",101.853666362899
"54088","Taburno","Italy","Falanghina",80.742220660275
"54170","Soave Classico","Italy","White Blend",98.9712110355247
"54414","Alto Adige","Italy","Red Blend",101.314808883063
"54418","Alto Adige","Italy","Schiava",90.969142761236
"54426","Alto Adige","Italy","Schiava",94.3949384398289
"54455","Umbria","Italy","Red Blend",92.1888114204665
"54528","Chianti Classico","Italy","Red Blend",90.2737071730847
"54564","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",98.1450444380278
"54567","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",98.9478577984652
"54568","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",89.4963760996661
"54579","Conegliano Valdobbiadene Prosecco Superiore","Italy","Glera",92.4205682734772
"54582","Piave","Italy","Pinot Grigio",102.347731468711
"54597","Prosecco di Conegliano e Valdobbiadene","Italy","Prosecco",94.6415603391011
"54600","Prosecco di Valdobbiadene","Italy","Prosecco",89.4855553006484
"54605","Prosecco di Conegliano e Valdobbiadene","Italy","Prosecco",86.6452901268785
